,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,remodelled,2ndfloorpres,bighouse
13,13,1177,5.081404364984463,FV,24.0,7.880804344674901,0.0,Lvl,Inside,flat,Somerst,Norm,Twnhs,2Story,8,1.791759469228055,3996001,Gable,BrkFace,6.124683390894205,1.6094379124341003,PConc,16,0.6931471805599453,GLQ,6.70196036600254,147.0,25,7.382746449738912,0.6931471805599453,2,0.6931471805599453,3,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Detchd,Unf,480.0,TA,5.135798437050262,12,2008,12.206077645517674,0,0,1,0,1,1,0,Metal,9.0,1.0,1,0.0
14,14,1480,3.044522437723423,RL,74.0,9.172430798902962,0.0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,4028049,Gable,None,0.0,1.6094379124341003,PConc,16,1.3862943611198906,GLQ,3.2188758248682006,1327.0,25,7.216709486709457,0.0,2,0.0,3,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Attchd,RFn,610.0,TA,0.0,6,2008,12.170450649220749,1,0,1,0,0,1,0,Vinyl,1.0,0.0,0,0.0
15,15,324,3.044522437723423,RL,93.0,9.221774749601845,0.0,Lvl,Inside,flat,Mitchel,Norm,1Fam,1Story,5,1.791759469228055,4016016,Gable,None,0.0,1.3862943611198906,PConc,25,1.3862943611198906,Unf,0.0,1430.0,25,7.266128779556451,0.0,2,0.0,3,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Attchd,RFn,624.0,TA,0.0,3,2010,12.063938642041201,0,0,1,0,0,1,0,Vinyl,6.0,1.0,0,0.0
16,16,1311,4.2626798770413155,RM,34.0,8.427706024914702,0.0,Lvl,Inside,flat,OldTown,Norm,1Fam,2Story,5,1.791759469228055,3671056,Gable,None,0.0,1.3862943611198906,BrkTil,9,0.6931471805599453,Unf,0.0,624.0,4,7.20414929203594,0.0,1,0.0,4,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,513.0,Fa,0.0,5,2008,11.49273296168228,1,0,1,0,0,1,0,Aesbestos,92.0,1.0,1,0.0
17,17,770,3.044522437723423,RL,80.0,9.084436955087027,0.0,Lvl,Corner,flat,Sawyer,Feedr,1Fam,1Story,5,1.9459101490553132,3853369,Gable,None,0.0,1.3862943611198906,PConc,9,0.6931471805599453,Rec,6.480044561926653,470.0,9,7.022868086082641,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,480.0,TA,0.0,6,2009,11.842236406331555,1,0,1,0,0,1,0,Vinyl,46.0,0.0,0,0.0
18,18,2063,3.044522437723423,RL,71.0,9.011645501064283,0.0,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,6,1.791759469228055,3908529,Gable,BrkFace,5.003946305945459,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,660.0,25,7.1592919047975645,0.0,1,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,RFn,528.0,TA,4.9344739331306915,4,2007,11.874097282798648,0,0,1,1,1,1,0,Wood,30.0,0.0,0,0.0
19,19,69,4.110873864173311,FV,72.0,9.0642735958414,0.0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,7,1.791759469228055,4036081,Gable,None,0.0,1.3862943611198906,PConc,16,1.0986122886681098,GLQ,3.2188758248682006,732.0,25,7.344719054149673,0.0,2,0.6931471805599453,3,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Attchd,Unf,614.0,TA,5.135798437050262,6,2010,12.279327754099118,1,0,1,0,0,1,0,Vinyl,1.0,0.0,1,0.0
20,20,2062,3.044522437723423,RL,109.0,9.073947747070628,0.0,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,1.791759469228055,3873024,Gable,None,0.0,1.3862943611198906,CBlock,16,0.6931471805599453,BLQ,6.20050917404269,402.0,16,6.796823718274855,0.0,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,1,Attchd,Fin,450.0,TA,0.0,5,2007,11.767575435251748,0,0,1,1,0,1,0,Vinyl,39.0,0.0,0,0.0
21,21,351,4.795790545596741,RL,40.0,8.642062173462106,0.6931471805599453,Lvl,Inside,flat,StoneBr,Norm,TwnhsE,1Story,8,1.791759469228055,4000000,Gable,None,0.0,1.6094379124341003,PConc,16,0.6931471805599453,GLQ,7.055312843339752,343.0,25,7.414572881350589,0.6931471805599453,2,0.0,2,0.6931471805599453,1.791759469228055,Typ,0.6931471805599453,5,Attchd,Fin,499.0,TA,5.3612921657094255,10,2009,12.535379989788607,1,0,1,1,0,1,0,Aggregate,9.0,0.0,0,0.0
22,22,2393,4.110873864173311,RL,103.0,9.462498888358917,0.6931471805599453,Lvl,Corner,flat,NridgHt,Norm,1Fam,2Story,8,1.791759469228055,4020025,Gable,None,0.0,1.6094379124341003,PConc,25,1.3862943611198906,Unf,0.0,1209.0,25,7.720461694599722,0.0,2,0.6931471805599453,3,0.6931471805599453,1.791759469228055,Typ,0.6931471805599453,4,Attchd,Fin,575.0,TA,5.497168225293202,7,2006,12.74878639539024,1,0,1,1,0,1,0,Aggregate,1.0,1.0,1,0.0
23,23,12,3.044522437723423,RL,63.0,8.984818995876008,0.6931471805599453,Lvl,Inside,flat,Gilbert,Norm,1Fam,1Story,6,2.0794415416798357,3968064,Gable,None,0.0,1.3862943611198906,PConc,16,0.6931471805599453,ALQ,6.841615476477592,233.0,25,7.080026499922591,0.6931471805599453,2,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,Fin,420.0,TA,6.182084906716632,3,2010,12.128116509451258,1,0,1,0,0,1,1,Wood,18.0,1.0,0,0.0
24,24,2339,5.25227342804663,RL,100.0,10.453081864230466,0.0,Bnk,Inside,flat,Gilbert,Norm,2fmCon,1Story,5,1.791759469228055,3822025,Hip,None,0.0,1.3862943611198906,CBlock,9,1.0986122886681098,Rec,6.963189985870238,0.0,9,6.963189985870238,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,Fin,572.0,TA,5.579729825986222,1,2006,11.884495917930655,0,0,1,0,0,1,0,Wood,51.0,0.0,0,0.0
25,25,624,3.044522437723423,RL,92.0,9.266153436795395,0.6931471805599453,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,6,1.9459101490553132,3845521,Hip,BrkFace,1.3862943611198906,1.3862943611198906,CBlock,9,0.6931471805599453,Rec,7.180069874302796,141.0,25,7.282073658093465,0.6931471805599453,2,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,RFn,530.0,TA,0.0,4,2009,12.141539457711714,1,0,1,1,1,1,0,Metal,48.0,0.0,0,0.0
26,26,86,3.044522437723423,RL,65.0,9.042040056544483,0.0,Lvl,Inside,flat,Sawyer,RRAe,1Fam,1Story,5,2.1972245773362196,3861225,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,GLQ,6.317164686747284,224.0,25,6.796823718274855,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,4,Detchd,Unf,336.0,TA,6.0330862217988015,4,2010,11.83863282480007,1,0,1,1,0,1,0,Metal,45.0,1.0,0,0.0
27,27,1534,3.9318256327243257,RL,64.0,9.367429587218957,0.6931471805599453,HLS,Inside,sloped,Crawfor,Norm,1Fam,1.5Fin,5,1.9459101490553132,3751969,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,BLQ,6.408528791059498,336.0,25,7.569927655242652,0.0,2,0.0,4,0.6931471805599453,1.6094379124341003,Min2,0.6931471805599453,4,Detchd,Unf,240.0,TA,0.0,7,2008,12.19602736016897,1,0,1,1,0,1,0,Wood,71.0,1.0,1,0.0
28,28,2243,5.25227342804663,C (all),75.0,9.018089684104343,0.0,Lvl,Inside,flat,IDOTRR,Feedr,2fmCon,2Story,5,1.9459101490553132,3591025,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,957.0,4,7.596894438144544,0.0,2,0.0,4,1.0986122886681098,1.3862943611198906,Typ,0.0,0,None,None,0.0,None,0.0,6,2007,11.691916481667727,1,0,0,0,0,1,0,Vinyl,112.0,1.0,1,0.0
29,29,1957,3.9318256327243257,RL,60.0,8.99528899055931,0.0,Lvl,Corner,flat,NAmes,Artery,1Fam,1.5Fin,5,2.0794415416798357,3798601,Gable,None,0.0,1.3862943611198906,CBlock,9,1.0986122886681098,Unf,0.0,672.0,25,6.829793737512425,0.0,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,1,Detchd,Unf,576.0,TA,0.0,7,2007,11.719134432217524,0,0,1,1,0,1,1,Metal,58.0,1.0,1,0.0
30,30,380,3.044522437723423,RL,80.0,9.169622538697624,0.0,Lvl,Inside,flat,NWAmes,PosN,1Fam,1Story,8,1.791759469228055,3924361,Hip,None,0.0,1.6094379124341003,PConc,16,0.6931471805599453,ALQ,7.007600613951853,1420.0,9,7.83399634170946,0.6931471805599453,2,0.6931471805599453,4,0.6931471805599453,1.6094379124341003,Typ,0.6931471805599453,4,Attchd,Fin,542.0,TA,6.163314804034641,7,2009,12.535379989788607,1,0,1,1,0,1,0,Brick,28.0,0.0,0,0.0
31,31,2860,4.2626798770413155,RL,64.0,9.344521553442203,0.6931471805599453,HLS,Corner,sloped,Crawfor,Norm,1Fam,2Story,8,2.0794415416798357,3721041,Gable,None,0.0,1.3862943611198906,PConc,16,0.6931471805599453,Unf,0.0,792.0,4,7.325148957955575,0.0,1,0.0,3,0.6931471805599453,1.6094379124341003,Typ,1.0986122886681098,4,Detchd,Unf,400.0,TA,0.0,6,2006,12.345838935721968,0,0,1,1,0,1,0,Brick,77.0,1.0,1,0.0
32,32,2517,4.795790545596741,RL,30.0,9.164296433474776,0.6931471805599453,Lvl,CulDSac,flat,Veenker,Norm,TwnhsE,1Story,8,1.791759469228055,3980025,Hip,None,0.0,1.6094379124341003,PConc,16,1.3862943611198906,LwQ,6.082218910376446,0.0,25,7.3098814858247865,0.6931471805599453,1,0.6931471805599453,2,0.6931471805599453,1.791759469228055,Typ,0.6931471805599453,4,Attchd,Fin,481.0,TA,0.0,4,2006,12.506180941677357,1,0,1,1,0,1,0,Brick,11.0,1.0,0,0.0
33,33,1933,3.044522437723423,RL,60.0,9.301186055275759,0.0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,6,1.9459101490553132,3810304,Hip,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,ALQ,6.091309882077698,507.0,9,6.855408798609928,0.0,1,0.0,2,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,410.0,TA,0.0,4,2007,11.736077016252437,1,0,1,0,0,1,0,Wood,55.0,0.0,0,0.0
34,34,820,3.044522437723423,RL,79.0,9.272187775302262,0.0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,8,1.791759469228055,4028049,Hip,Stone,5.820082930352362,1.6094379124341003,PConc,25,1.6094379124341003,GLQ,7.161622002939187,417.0,25,7.449498005382849,0.6931471805599453,2,0.0,3,0.6931471805599453,1.6094379124341003,Typ,0.6931471805599453,4,Attchd,RFn,826.0,TA,5.342334251964811,9,2009,12.601490784782536,1,0,1,1,1,1,0,Vinyl,2.0,1.0,0,0.0
35,35,675,3.044522437723423,RL,80.0,9.105090961257085,0.6931471805599453,HLS,Inside,sloped,NAmes,Norm,1Fam,1Story,6,1.9459101490553132,3833764,Flat,BrkFace,4.418840607796598,1.3862943611198906,CBlock,16,1.6094379124341003,Unf,0.0,160.0,4,7.04141166379481,0.0,1,0.0,2,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,4,Basment,RFn,384.0,TA,0.0,4,2009,11.63956692643747,1,0,1,1,1,1,0,Wood,51.0,0.0,0,0.0
36,36,2910,5.081404364984463,RM,41.0,7.888334500738654,0.0,Lvl,Inside,flat,MeadowV,Norm,TwnhsE,2Story,5,1.9459101490553132,3908529,Gable,None,0.0,1.3862943611198906,PConc,9,0.6931471805599453,ALQ,6.3080984415095305,36.0,25,7.297091005160418,0.0,2,0.0,4,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,RFn,336.0,TA,4.653960350157523,7,2006,11.751950239425476,1,0,1,1,0,1,0,Aggregate,29.0,0.0,1,0.0
37,37,21,3.044522437723423,RL,105.0,9.371778717853713,0.6931471805599453,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,6,1.9459101490553132,3908529,Hip,BrkFace,6.175867270105761,1.3862943611198906,CBlock,16,0.6931471805599453,BLQ,6.559615237493242,1139.0,25,7.520234556474628,0.0,2,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,RFn,546.0,TA,0.0,1,2010,12.154784614286667,1,0,1,1,1,1,0,Wood,33.0,0.0,0,0.0
38,38,1873,3.044522437723423,RL,80.0,9.169622538697624,0.0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,7,1.9459101490553132,3892729,Hip,BrkFace,5.771441123130016,1.3862943611198906,CBlock,9,0.6931471805599453,ALQ,6.821107472256465,326.0,4,7.1252830915107115,0.0,1,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,Unf,528.0,TA,0.0,9,2007,12.075400019877522,0,0,1,1,1,1,0,Wood,34.0,0.0,0,0.0
39,39,2125,3.044522437723423,RL,60.0,9.039433419997483,1.0986122886681098,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,5,2.0794415416798357,3976036,Gable,None,0.0,1.3862943611198906,PConc,16,0.6931471805599453,GLQ,6.042632833682381,570.0,25,6.898714534329988,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,384.0,TA,5.54907608489522,7,2007,11.891368749982085,0,0,1,0,0,1,0,Vinyl,13.0,0.0,0,0.0
40,40,1489,3.044522437723423,RL,75.0,9.204121072162266,0.0,Lvl,Inside,flat,Edwards,Norm,1Fam,1Story,5,1.9459101490553132,3861225,Gable,None,0.0,1.6094379124341003,CBlock,9,0.6931471805599453,BLQ,6.7226297948554485,136.0,16,7.136483208590247,0.6931471805599453,1,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,Fin,276.0,TA,6.602587892189336,6,2008,11.901590234400047,1,0,1,0,0,1,0,Wood,43.0,0.0,0,0.0
41,41,2383,3.044522437723423,RL,107.0,9.539068413863964,0.0,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,10,1.791759469228055,4024036,Gable,None,0.0,1.791759469228055,PConc,25,1.6094379124341003,GLQ,7.234898420314831,690.0,25,7.638679823876112,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,1.791759469228055,Typ,0.6931471805599453,4,Attchd,Fin,850.0,TA,5.37989735354046,9,2006,13.049794835104816,1,0,1,1,0,1,0,Vinyl,0.0,0.0,0,0.0
42,42,983,4.454347296253507,RL,74.0,9.116249448576587,0.6931471805599453,Lvl,Corner,flat,Mitchel,Norm,1Fam,SFoyer,5,1.9459101490553132,3912484,Gable,BrkFace,4.653960350157523,1.3862943611198906,PConc,16,1.3862943611198906,GLQ,7.001245622069476,0.0,25,7.01301578963963,0.6931471805599453,1,0.0,1,0.6931471805599453,1.6094379124341003,Typ,0.6931471805599453,3,Attchd,Fin,602.0,TA,5.717027701406222,7,2009,12.016732516077072,1,0,1,1,1,1,0,Wood,31.0,0.0,0,0.0
43,43,1325,3.9318256327243257,RM,81.0,9.405166749908611,0.0,Lvl,Inside,flat,OldTown,Norm,1Fam,1.5Fin,5,1.791759469228055,3818116,Gable,BrkFace,5.817111159963204,1.3862943611198906,BrkTil,9,0.6931471805599453,Unf,0.0,1050.0,25,7.493317248862145,0.0,2,0.0,4,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,Unf,352.0,TA,0.0,11,2008,11.78676973513378,0,0,1,0,1,1,0,Metal,54.0,0.0,1,0.0
44,44,1378,3.044522437723423,RL,70.0,9.32375833901174,0.0,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,1.791759469228055,3861225,Hip,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,Rec,6.810142450115136,134.0,25,6.947937068614969,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,384.0,TA,0.0,2,2008,11.771443882099637,0,0,1,0,0,1,0,Wood,43.0,0.0,0,0.0
45,45,1537,4.2626798770413155,RL,100.0,9.176886995716963,0.6931471805599453,HLS,Inside,sloped,Crawfor,Norm,1Fam,2Story,8,1.9459101490553132,3744225,Gable,Stone,3.713572066704308,1.3862943611198906,PConc,9,0.6931471805599453,LwQ,5.351858133476067,398.0,9,7.535830462798367,0.0,1,0.6931471805599453,4,0.6931471805599453,1.3862943611198906,Typ,1.0986122886681098,4,Detchd,Fin,786.0,TA,0.0,6,2008,12.457130929897918,1,0,1,1,1,1,0,Brick,73.0,1.0,1,0.0
46,46,905,3.9318256327243257,RL,60.0,9.305559638557117,0.0,Lvl,Inside,flat,Edwards,Norm,1Fam,1.5Fin,5,1.791759469228055,3767481,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,LwQ,6.013715156042802,156.0,25,7.380879035564116,0.0,2,0.0,3,0.6931471805599453,1.3862943611198906,Min2,0.0,0,Detchd,Unf,660.0,TA,0.0,7,2009,11.669937760751914,1,0,1,0,0,1,0,Wood,68.0,1.0,1,0.0
47,47,1532,4.2626798770413155,RL,60.0,8.881975184248867,0.0,HLS,Inside,sloped,Crawfor,Norm,1Fam,2Story,7,1.9459101490553132,3728761,Gable,None,0.0,1.3862943611198906,BrkTil,16,0.6931471805599453,Unf,0.0,776.0,9,7.315218389752975,0.0,1,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,4,Attchd,RFn,270.0,TA,0.0,2,2008,11.91170829631447,1,0,1,1,0,1,0,Aggregate,77.0,1.0,1,0.0
48,48,132,3.044522437723423,RL,80.0,9.202409001649903,0.0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,1.791759469228055,3818116,Gable,Stone,4.709530201312334,1.3862943611198906,CBlock,9,0.6931471805599453,Rec,5.872117789475416,412.0,9,6.96979066990159,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,RFn,280.0,TA,0.0,2,2010,11.759793355371237,1,0,1,0,1,1,0,Wood,56.0,0.0,0,0.0
49,49,1078,5.081404364984463,RL,36.0,7.803435056952168,0.0,Lvl,Inside,flat,NridgHt,Norm,Twnhs,2Story,7,1.791759469228055,4012009,Gable,Stone,4.672828834461906,1.6094379124341003,PConc,16,0.6931471805599453,Unf,0.0,764.0,25,7.394493107219038,0.0,2,0.6931471805599453,2,0.6931471805599453,1.6094379124341003,Typ,0.0,0,BuiltIn,RFn,474.0,TA,0.0,10,2008,11.951186847493476,1,0,1,0,1,1,0,Vinyl,5.0,1.0,1,0.0
50,50,2511,5.081404364984463,FV,73.0,8.00603417874901,0.0,Lvl,Inside,flat,Somerst,Norm,TwnhsE,2Story,6,1.791759469228055,4000000,Gable,BrkFace,6.2422232654551655,1.6094379124341003,PConc,16,0.6931471805599453,GLQ,5.869296913133774,403.0,25,7.329749689041512,0.0,2,0.6931471805599453,2,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Detchd,Unf,440.0,TA,0.0,6,2006,12.019749091416921,1,0,1,0,1,1,0,Metal,6.0,0.0,1,0.0
